

Colorado (PST) SNOTEL Site Grizzly Peak - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 11:54:02 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TOBS.I-3 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMAX.D-3 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TMIN.D-3 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,TAVG.D-3 (degC) ,
505,1999-06-07,,     2.8,     2.4,     2.5,     9.0,     9.4,     9.1,    -3.3,    -3.3,    -3.3,     2.9,     3.0,     2.9,
505,1999-06-08,,     4.1,     3.7,     3.7,    15.4,    16.5,    16.0,     1.6,     1.3,     1.3,     8.1,     8.1,     8.0,
505,1999-06-09,,     3.8,     3.5,     3.5,    15.3,    15.8,    15.5,     3.5,     3.3,     3.3,     8.8,     8.8,     8.7,
505,1999-06-10,,     1.8,     1.5,     1.6,    14.5,    15.0,    14.9,     1.8,     1.5,     1.6,     7.1,     7.1,     7.0,
505,1999-06-11,,     0.5,     0.3,     0.3,    11.0,    11.3,    11.2,     0.4,     0.2,     0.2,     4.7,     4.7,     4.7,
505,1999-06-12,,     1.4,     1.1,     1.2,    11.7,    12.3,    12.1,     0.1,    -0.3,    -0.3,     5.6,     5.7,     5.6,
505,1999-06-13,,     1.6,     1.3,     1.3,    11.4,    11.8,    11.5,     1.3,     1.0,     1.0,     4.6,     4.6,     4.5,
505,1999-06-14,,     3.4,     3.1,     3.1,    13.0,    14.0,    13.3,     1.2,     0.8,     0.9,     6.4,     6.4,     6.3,
505,1999-06-15,,     1.3,     1.3,     1.2,    12.8,    13.7,    13.2,     1.3,     1.3,     1.2,     5.0,     5.1,     5.0,
505,1999-06-16,,     1.2,     1.2,     1.2,     6.3,     6.7,     6.4,     1.1,     1.0,     1.0,     2.6,     2.5,     2.5,
505,1999-06-17,,     2.8,     2.7,     2.7,    10.8,    12.0,    11.1,     1.2,     1.0,     1.1,     4.6,     4.7,     4.6,
505,1999-06-18,,     1.4,     1.3,     1.3,     9.0,     9.8,     9.1,     1.3,     1.2,     1.3,     4.4,     4.4,     4.3,
505,1999-06-19,,     4.1,     3.9,     3.9,    11.9,    12.7,    12.2,     1.4,     1.2,     1.2,     6.0,     6.1,     6.0,
505,1999-06-20,,     4.9,     4.5,     4.6,    15.8,    16.5,    16.2,     3.9,     3.7,     3.7,     8.0,     8.0,     7.9,
505,1999-06-21,,     6.3,     6.0,     6.0,    16.8,    17.4,    17.1,     4.3,     4.1,     4.1,     8.9,     8.9,     8.8,
505,1999-06-22,,     4.0,     3.8,     3.9,    14.5,    15.1,    14.4,     3.9,     3.8,     3.8,     8.0,     8.0,     7.9,
505,1999-06-23,,     5.8,     5.5,     5.5,    15.1,    15.7,    15.4,     3.5,     3.3,     3.3,     8.8,     8.8,     8.7,
505,1999-06-24,,     6.6,     6.2,     6.3,    17.1,    17.6,    17.4,     4.2,     4.0,     4.0,    10.3,    10.3,    10.2,
505,1999-06-25,,     5.3,     5.1,     5.1,    17.6,    18.3,    18.1,     5.1,     4.9,     4.9,    10.8,    10.9,    10.7,
505,1999-06-26,,     7.3,     7.1,     7.0,    18.0,    18.6,    18.2,     5.6,     5.4,     5.4,    11.6,    11.6,    11.5,
505,1999-06-27,,     8.1,     7.8,     7.8,    18.9,    19.1,    19.0,     6.1,     5.8,     5.8,    12.1,    12.1,    12.0,
505,1999-06-28,,     6.6,     6.3,     6.3,    17.9,    18.3,    18.3,     6.6,     6.3,     6.3,    11.8,    11.8,    11.7,
505,1999-06-29,,     8.2,     7.9,     7.9,    17.3,    17.8,    17.6,     3.5,     3.1,     3.1,    11.2,    11.2,    11.0,
505,1999-06-30,,     6.7,     6.4,     6.4,    16.2,    16.8,    16.4,     5.9,     5.6,     5.6,    11.1,    11.1,    11.0,
505,1999-07-01,,     7.2,     7.0,     7.0,    16.4,    17.2,    16.8,     5.3,     5.0,     5.0,    10.4,    10.4,    10.3,
505,1999-07-02,,     9.8,     9.5,     9.5,    19.1,    19.7,    19.3,     5.0,     4.7,     4.7,    12.7,    12.7,    12.6,
505,1999-07-03,,     9.2,     9.0,     8.9,    20.0,    20.6,    20.3,     8.4,     8.0,     8.1,    13.4,    13.4,    13.3,
505,1999-07-04,,     7.4,     7.1,     7.1,    19.6,    19.9,    19.6,     7.3,     6.9,     7.1,    12.0,    12.0,    11.9,
505,1999-07-05,,     8.5,     8.1,     8.2,    18.3,    18.9,    18.5,     7.0,     6.7,     6.8,    12.5,    12.4,    12.3,
505,1999-07-06,,    10.3,    10.2,    10.2,    21.0,    21.6,    21.2,     7.8,     7.4,     7.4,    12.9,    12.9,    12.8,
505,1999-07-07,,     8.1,     7.8,     7.8,    20.9,    21.3,    21.0,     6.9,     6.5,     6.6,    10.9,    10.9,    10.8,
505,1999-07-08,,     8.8,     8.5,     8.5,    19.8,    20.3,    19.8,     6.6,     6.3,     6.4,    12.4,    12.4,    12.3,
505,1999-07-09,,     6.7,     6.4,     6.5,    13.5,    14.0,    13.8,     6.7,     6.4,     6.5,     9.8,     9.8,     9.7,
505,1999-07-10,,     7.2,     7.2,     7.1,    17.8,    18.9,    18.4,     5.5,     5.2,     5.2,    10.9,    11.0,    10.9,
505,1999-07-11,,     6.5,     6.2,     6.2,    18.5,    19.0,    18.6,     4.7,     4.4,     4.5,    10.6,    10.6,    10.5,
505,1999-07-12,,     5.3,     5.0,     5.1,    16.5,    17.0,    16.6,     5.3,     5.0,     5.1,     9.3,     9.3,     9.2,
505,1999-07-13,,     7.3,     7.0,     7.0,    17.5,    18.6,    17.8,     3.9,     3.5,     3.6,    10.8,    10.8,    10.7,
505,1999-07-14,,     8.0,     7.8,     7.8,    18.2,    18.9,    18.5,     6.9,     6.6,     6.7,    12.6,    12.6,    12.5,
505,1999-07-15,,     6.5,     6.4,     6.4,    14.1,    14.6,    13.8,     6.5,     6.4,     6.4,     9.4,     9.4,     9.3,
505,1999-07-16,,     4.6,     4.3,     4.4,    11.3,    12.0,    11.5,     4.4,     4.1,     4.2,     7.8,     7.8,     7.8,
505,1999-07-17,,     6.0,     5.9,     5.9,    15.5,    16.0,    15.8,     4.7,     4.4,     4.4,     8.3,     8.3,     8.3,
505,1999-07-18,,     8.4,     8.2,     8.3,    17.0,    17.9,    17.0,     5.1,     5.0,     5.0,    10.5,    10.5,    10.4,
505,1999-07-19,,     6.5,     6.6,     6.5,    13.2,    13.8,    13.3,     6.0,     5.9,     6.0,     9.4,     9.4,     9.3,
505,1999-07-20,,     6.9,     6.8,     6.8,    15.4,    15.6,    15.5,     6.6,     6.5,     6.5,     9.5,     9.7,     9.5,
505,1999-07-21,,     5.8,     5.6,     5.6,    16.6,    17.6,    16.6,     4.4,     4.2,     4.2,     9.6,     9.7,     9.6,
505,1999-07-22,,     7.2,     6.9,     6.9,    18.3,    19.5,    18.3,     5.4,     5.1,     5.2,    10.2,    10.2,    10.1,
505,1999-07-23,,     6.5,     6.3,     6.3,    14.9,    15.7,    14.9,     5.2,     5.0,     5.0,     8.8,     8.7,     8.6,
505,1999-07-24,,     8.4,     8.1,     8.1,    17.8,    18.5,    18.0,     6.0,     5.8,     5.8,    10.9,    11.0,    10.9,
505,1999-07-25,,     7.5,     7.3,     7.3,    18.0,    19.5,    18.6,     7.3,     7.0,     7.1,    10.9,    11.0,    10.9,
505,1999-07-26,,     6.9,     6.6,     6.6,    16.3,    17.0,    16.6,     6.8,     6.5,     6.5,    10.2,    10.3,    10.2,
505,1999-07-27,,     8.8,     8.6,     8.6,    16.2,    17.0,    16.0,     6.3,     5.9,     6.0,    10.8,    10.8,    10.7,
505,1999-07-28,,     7.8,     7.8,     7.8,    18.2,    18.8,    18.2,     7.6,     7.4,     7.4,    11.3,    11.4,    11.3,
505,1999-07-29,,     6.1,     6.1,     6.0,    16.8,    17.2,    17.0,     5.6,     5.4,     5.5,     8.9,     9.0,     9.0,
505,1999-07-30,,     7.3,     7.0,     7.0,    16.4,    17.3,    16.7,     6.2,     6.2,     6.2,    10.2,    10.4,    10.3,
505,1999-07-31,,     5.7,     5.6,     5.6,    16.5,    17.1,    16.4,     5.7,     5.5,     5.6,     9.7,     9.8,     9.7,
505,1999-08-01,,     5.2,     5.1,     5.1,    14.6,    15.8,    14.9,     4.8,     4.6,     4.6,     7.9,     7.9,     7.9,
505,1999-08-02,,     5.2,     5.1,     5.1,    14.6,    15.6,    15.7,     4.6,     4.4,     4.4,     7.8,     7.8,     7.8,
505,1999-08-03,,     5.9,     5.7,     5.8,    16.3,    16.8,    16.5,     3.9,     3.6,     3.6,     9.9,    10.0,     9.8,
505,1999-08-04,,     8.2,     8.1,     8.1,    15.8,    16.3,    15.9,     5.2,     5.0,     5.0,    10.1,    10.3,    10.1,
505,1999-08-05,,     6.9,     6.8,     6.8,    13.0,    13.6,    13.3,     6.7,     6.6,     6.7,     8.8,     8.9,     8.8,
505,1999-08-06,,     6.2,     6.1,     6.1,    13.2,    13.9,    13.6,     5.7,     5.6,     5.6,     8.7,     8.8,     8.8,
505,1999-08-07,,     6.1,     5.7,     5.8,    11.3,    11.9,    11.6,     5.4,     5.2,     5.3,     7.8,     7.9,     7.8,
505,1999-08-08,,     6.5,     6.2,     6.2,    16.1,    16.9,    16.3,     4.8,     4.6,     4.6,     9.7,     9.7,     9.6,
505,1999-08-09,,     7.8,     7.5,     7.5,    17.8,    18.1,    18.0,     5.6,     5.2,     5.3,    11.2,    11.2,    11.0,
505,1999-08-10,,     6.7,     6.6,     6.5,    16.7,    17.3,    17.2,     6.2,     6.1,     6.1,     8.9,     9.0,     8.9,
505,1999-08-11,,     6.7,   -65.9,-99.9,    16.8,   -57.8,-99.9,     6.3,   -65.9,-99.9,     9.0,   -65.8,-99.9,
505,1999-08-12,,     3.5,-99.9,-99.9,    13.1,-99.9,-99.9,     3.5,-99.9,-99.9,     7.3,-99.9,-99.9,
505,1999-08-13,,     3.8,-99.9,-99.9,    11.1,-99.9,-99.9,     2.8,-99.9,-99.9,     6.5,-99.9,-99.9,
505,1999-08-14,,     6.3,-99.9,-99.9,    16.6,-99.9,-99.9,     3.0,-99.9,-99.9,     9.4,-99.9,-99.9,
505,1999-08-15,,     6.7,-99.9,-99.9,    17.3,-99.9,-99.9,     6.0,-99.9,-99.9,     9.8,-99.9,-99.9,
505,1999-08-16,,     4.0,-99.9,-99.9,    12.6,-99.9,-99.9,     4.0,-99.9,-99.9,     7.7,-99.9,-99.9,
505,1999-08-17,,     5.7,-99.9,-99.9,    16.7,-99.9,-99.9,     3.6,-99.9,-99.9,     9.7,-99.9,-99.9,
505,1999-08-18,,     4.0,-99.9,-99.9,    15.3,-99.9,-99.9,     4.0,-99.9,-99.9,     7.9,-99.9,-99.9,
505,1999-08-19,,     6.9,-99.9,-99.9,    16.0,-99.9,-99.9,     2.1,-99.9,-99.9,     9.6,-99.9,-99.9,
505,1999-08-20,,     7.0,-99.9,-99.9,    16.6,-99.9,-99.9,     6.1,-99.9,-99.9,     9.5,-99.9,-99.9,
505,1999-08-21,,     6.9,-99.9,-99.9,    14.0,-99.9,-99.9,     4.8,-99.9,-99.9,     8.8,-99.9,-99.9,
505,1999-08-22,,     7.1,-99.9,-99.9,    14.3,-99.9,-99.9,     5.5,-99.9,-99.9,     8.7,-99.9,-99.9,
505,1999-08-23,,     5.8,-99.9,-99.9,    14.3,-99.9,-99.9,     5.7,-99.9,-99.9,     9.0,-99.9,-99.9,
505,1999-08-24,,     7.0,-99.9,-99.9,    18.1,-99.9,-99.9,     4.8,-99.9,-99.9,    10.5,-99.9,-99.9,
505,1999-08-25,,     8.2,-99.9,-99.9,    18.3,-99.9,-99.9,     6.0,-99.9,-99.9,    11.2,-99.9,-99.9,
505,1999-08-26,,     5.8,-99.9,-99.9,    18.0,-99.9,-99.9,     5.6,-99.9,-99.9,     8.8,-99.9,-99.9,
505,1999-08-27,,     6.0,-99.9,-99.9,    15.1,-99.9,-99.9,     5.2,-99.9,-99.9,     8.9,-99.9,-99.9,
505,1999-08-28,,     7.2,-99.9,-99.9,    15.9,-99.9,-99.9,     6.0,-99.9,-99.9,     9.2,-99.9,-99.9,
505,1999-08-29,,     5.7,-99.9,-99.9,    10.9,-99.9,-99.9,     5.7,-99.9,-99.9,     8.1,-99.9,-99.9,
505,1999-08-30,,     6.1,-99.9,-99.9,    13.9,-99.9,-99.9,     4.9,-99.9,-99.9,     8.4,-99.9,-99.9,
505,1999-08-31,,     6.4,-99.9,-99.9,    17.9,-99.9,-99.9,     5.6,-99.9,-99.9,    10.1,-99.9,-99.9,
505,1999-09-01,,     5.4,-99.9,-99.9,    15.6,-99.9,-99.9,     5.2,-99.9,-99.9,     9.4,-99.9,-99.9,
505,1999-09-02,,     6.8,-99.9,-99.9,    15.2,-99.9,-99.9,     5.4,-99.9,-99.9,     8.7,-99.9,-99.9,
505,1999-09-03,,     3.1,-99.9,-99.9,    13.4,-99.9,-99.9,     3.1,-99.9,-99.9,     6.9,-99.9,-99.9,
505,1999-09-04,,     1.7,-99.9,-99.9,    12.7,-99.9,-99.9,     1.6,-99.9,-99.9,     5.6,-99.9,-99.9,
505,1999-09-05,,     2.3,-99.9,-99.9,    11.3,-99.9,-99.9,     0.8,-99.9,-99.9,     5.3,-99.9,-99.9,
505,1999-09-06,,     3.6,-99.9,-99.9,    13.8,-99.9,-99.9,     1.4,-99.9,-99.9,     6.7,-99.9,-99.9,
505,1999-09-07,,     5.2,-99.9,-99.9,    14.6,-99.9,-99.9,     2.4,-99.9,-99.9,     8.1,-99.9,-99.9,
505,1999-09-08,,     3.5,-99.9,-99.9,    15.9,-99.9,-99.9,     2.9,-99.9,-99.9,     8.6,-99.9,-99.9,
505,1999-09-09,,     3.8,-99.9,-99.9,    15.4,-99.9,-99.9,     2.5,-99.9,-99.9,     7.5,-99.9,-99.9,
505,1999-09-10,,     6.0,-99.9,-99.9,    15.6,-99.9,-99.9,     2.9,-99.9,-99.9,     8.6,-99.9,-99.9,
505,1999-09-11,,     3.0,-99.9,-99.9,    12.2,-99.9,-99.9,     1.8,-99.9,-99.9,     6.0,-99.9,-99.9,
505,1999-09-12,,     1.6,-99.9,-99.9,     6.9,-99.9,-99.9,     0.9,-99.9,-99.9,     3.3,-99.9,-99.9,
505,1999-09-13,,     1.9,-99.9,-99.9,     9.5,-99.9,-99.9,     0.2,-99.9,-99.9,     3.6,-99.9,-99.9,
505,1999-09-14,,     2.8,-99.9,-99.9,    12.6,-99.9,-99.9,     1.2,-99.9,-99.9,     6.0,-99.9,-99.9,
505,1999-09-15,,     1.4,-99.9,-99.9,    13.1,-99.9,-99.9,     1.1,-99.9,-99.9,     5.2,-99.9,-99.9,
505,1999-09-16,,     0.5,-99.9,-99.9,     8.8,-99.9,-99.9,     0.5,-99.9,-99.9,     3.5,-99.9,-99.9,
505,1999-09-17,,     2.9,-99.9,-99.9,    12.9,-99.9,-99.9,    -0.6,-99.9,-99.9,     5.1,-99.9,-99.9,
505,1999-09-18,,     1.5,-99.9,-99.9,    10.1,-99.9,-99.9,     1.5,-99.9,-99.9,     4.7,-99.9,-99.9,
505,1999-09-19,,     1.8,-99.9,-99.9,    11.6,-99.9,-99.9,     1.4,-99.9,-99.9,     5.3,-99.9,-99.9,
505,1999-09-20,,     1.0,-99.9,-99.9,     6.2,-99.9,-99.9,     0.8,-99.9,-99.9,     2.2,-99.9,-99.9,
505,1999-09-21,,    -2.8,-99.9,-99.9,     3.3,-99.9,-99.9,    -2.8,-99.9,-99.9,     0.8,-99.9,-99.9,
505,1999-09-22,,     1.3,-99.9,-99.9,    10.9,-99.9,-99.9,    -5.7,-99.9,-99.9,     1.7,-99.9,-99.9,
505,1999-09-23,,     3.1,-99.9,-99.9,    13.0,-99.9,-99.9,     0.4,-99.9,-99.9,     5.7,-99.9,-99.9,
505,1999-09-24,,     2.8,-99.9,-99.9,    13.7,-99.9,-99.9,     2.0,-99.9,-99.9,     6.9,-99.9,-99.9,
505,1999-09-25,,     3.2,-99.9,-99.9,    10.7,-99.9,-99.9,     1.3,-99.9,-99.9,     4.0,-99.9,-99.9,
505,1999-09-26,,     5.5,-99.9,-99.9,    13.3,-99.9,-99.9,     2.4,-99.9,-99.9,     7.0,-99.9,-99.9,
505,1999-09-27,,    -2.0,-99.9,-99.9,    13.1,-99.9,-99.9,    -2.1,-99.9,-99.9,     6.1,-99.9,-99.9,
505,1999-09-28,,    -2.7,-99.9,-99.9,     6.4,-99.9,-99.9,    -4.5,-99.9,-99.9,     0.0,-99.9,-99.9,
505,1999-09-29,,    -6.6,-99.9,-99.9,    -1.9,-99.9,-99.9,    -7.6,-99.9,-99.9,    -5.2,-99.9,-99.9,
505,1999-09-30,,-99.9,-99.9,-99.9,    10.3,-99.9,-99.9,-99.9,-99.9,-99.9,     2.2,-99.9,-99.9,
505,1999-09-30,23:59,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
505,1999-10-01,,     2.1,-99.9,-99.9,    12.4,-99.9,-99.9,    -0.8,-99.9,-99.9,     4.9,-99.9,-99.9,
505,1999-10-02,,    -0.9,-99.9,-99.9,    12.2,-99.9,-99.9,    -1.0,-99.9,-99.9,     4.7,-99.9,-99.9,
505,1999-10-03,,    -0.5,-99.9,-99.9,    10.1,-99.9,-99.9,    -1.8,-99.9,-99.9,     3.6,-99.9,-99.9,
505,1999-10-04,,    -1.1,-99.9,-99.9,    10.3,-99.9,-99.9,    -2.3,-99.9,-99.9,     2.8,-99.9,-99.9,
505,1999-10-05,,     1.0,-99.9,-99.9,    11.3,-99.9,-99.9,    -1.8,-99.9,-99.9,     4.0,-99.9,-99.9,
505,1999-10-06,,     4.1,-99.9,-99.9,    13.1,-99.9,-99.9,    -0.3,-99.9,-99.9,     6.1,-99.9,-99.9,
505,1999-10-07,,    -0.8,-99.9,-99.9,    10.9,-99.9,-99.9,    -0.8,-99.9,-99.9,     5.0,-99.9,-99.9,
505,1999-10-08,,    -1.9,-99.9,-99.9,     2.6,-99.9,-99.9,    -1.9,-99.9,-99.9,     0.1,-99.9,-99.9,
505,1999-10-09,,    -0.3,-99.9,-99.9,     5.6,-99.9,-99.9,    -4.0,-99.9,-99.9,     0.5,-99.9,-99.9,
505,1999-10-10,,     2.4,-99.9,-99.9,    12.3,-99.9,-99.9,    -0.3,-99.9,-99.9,     5.0,-99.9,-99.9,
505,1999-10-11,,     3.2,-99.9,-99.9,    13.8,-99.9,-99.9,     1.4,-99.9,-99.9,     6.3,-99.9,-99.9,
505,1999-10-12,,     3.7,-99.9,-99.9,    13.6,-99.9,-99.9,     2.2,-99.9,-99.9,     6.4,-99.9,-99.9,
505,1999-10-13,,     3.0,-99.9,-99.9,    13.3,-99.9,-99.9,     2.2,-99.9,-99.9,     6.3,-99.9,-99.9,
505,1999-10-14,,     3.3,-99.9,-99.9,    13.5,-99.9,-99.9,     0.9,-99.9,-99.9,     6.2,-99.9,-99.9,
505,1999-10-15,,     1.7,-99.9,-99.9,    12.0,-99.9,-99.9,     1.2,-99.9,-99.9,     5.2,-99.9,-99.9,
505,1999-10-16,,    -2.9,-99.9,-99.9,     9.6,-99.9,-99.9,    -2.9,-99.9,-99.9,     3.2,-99.9,-99.9,
505,1999-10-17,,   -13.3,-99.9,-99.9,    -3.1,-99.9,-99.9,   -13.4,-99.9,-99.9,    -8.6,-99.9,-99.9,
505,1999-10-18,,    -4.0,-99.9,-99.9,     2.4,-99.9,-99.9,   -14.2,-99.9,-99.9,    -5.7,-99.9,-99.9,
505,1999-10-19,,    -8.4,-99.9,-99.9,    -0.5,-99.9,-99.9,    -8.5,-99.9,-99.9,    -3.9,-99.9,-99.9,
505,1999-10-20,,    -3.8,-99.9,-99.9,     1.7,-99.9,-99.9,   -10.2,-99.9,-99.9,    -4.4,-99.9,-99.9,
505,1999-10-21,,    -1.9,-99.9,-99.9,     6.2,-99.9,-99.9,    -5.5,-99.9,-99.9,    -0.2,-99.9,-99.9,
505,1999-10-22,,    -0.7,-99.9,-99.9,     9.4,-99.9,-99.9,    -2.7,-99.9,-99.9,     2.0,-99.9,-99.9,
505,1999-10-23,,    -0.5,-99.9,-99.9,    11.1,-99.9,-99.9,    -1.5,-99.9,-99.9,     3.1,-99.9,-99.9,
505,1999-10-24,,     0.2,-99.9,-99.9,    10.7,-99.9,-99.9,    -1.3,-99.9,-99.9,     3.1,-99.9,-99.9,
505,1999-10-25,,    -0.9,-99.9,-99.9,    11.0,-99.9,-99.9,    -1.1,-99.9,-99.9,     3.3,-99.9,-99.9,
505,1999-10-26,,     0.6,-99.9,-99.9,    10.7,-99.9,-99.9,    -1.5,-99.9,-99.9,     3.2,-99.9,-99.9,
505,1999-10-27,,     1.0,-99.9,-99.9,    12.9,-99.9,-99.9,    -0.4,-99.9,-99.9,     4.7,-99.9,-99.9,
505,1999-10-28,,    -0.4,-99.9,-99.9,     9.1,-99.9,-99.9,    -1.5,-99.9,-99.9,     2.6,-99.9,-99.9,
505,1999-10-29,,    -0.4,-99.9,-99.9,    10.8,-99.9,-99.9,    -0.5,-99.9,-99.9,     3.8,-99.9,-99.9,
505,1999-10-30,,    -7.2,-99.9,-99.9,    -0.3,-99.9,-99.9,    -7.2,-99.9,-99.9,    -5.4,-99.9,-99.9,
505,1999-10-31,,    -2.5,-99.9,-99.9,     2.4,-99.9,-99.9,   -11.1,-99.9,-99.9,    -3.9,-99.9,-99.9,
505,1999-11-01,,     0.3,-99.9,-99.9,    10.7,-99.9,-99.9,    -2.8,-99.9,-99.9,     2.6,-99.9,-99.9,
505,1999-11-02,,    -5.9,-99.9,-99.9,     5.8,-99.9,-99.9,    -6.0,-99.9,-99.9,    -0.3,-99.9,-99.9,
505,1999-11-03,,    -1.5,-99.9,-99.9,     5.9,-99.9,-99.9,    -6.2,-99.9,-99.9,    -0.8,-99.9,-99.9,
505,1999-11-04,,    -2.4,-99.9,-99.9,     5.7,-99.9,-99.9,    -4.8,-99.9,-99.9,    -0.4,-99.9,-99.9,
505,1999-11-05,,    -0.2,-99.9,-99.9,     7.9,-99.9,-99.9,    -2.5,-99.9,-99.9,     1.3,-99.9,-99.9,
505,1999-11-06,,    -0.8,-99.9,-99.9,     8.8,-99.9,-99.9,    -2.0,-99.9,-99.9,     2.3,-99.9,-99.9,
505,1999-11-07,,     0.7,-99.9,-99.9,    10.4,-99.9,-99.9,    -1.1,-99.9,-99.9,     3.1,-99.9,-99.9,
505,1999-11-08,,     1.2,-99.9,-99.9,    10.1,-99.9,-99.9,     0.1,-99.9,-99.9,     3.8,-99.9,-99.9,
505,1999-11-09,,    -0.6,-99.9,-99.9,     9.3,-99.9,-99.9,    -0.6,-99.9,-99.9,     3.0,-99.9,-99.9,
505,1999-11-10,,    -2.1,-99.9,-99.9,     6.2,-99.9,-99.9,    -2.2,-99.9,-99.9,     0.6,-99.9,-99.9,
505,1999-11-11,,     1.0,-99.9,-99.9,    10.2,-99.9,-99.9,    -2.3,-99.9,-99.9,     3.2,-99.9,-99.9,
505,1999-11-12,,     1.7,-99.9,-99.9,     9.8,-99.9,-99.9,     0.5,-99.9,-99.9,     3.6,-99.9,-99.9,
505,1999-11-13,,     0.3,-99.9,-99.9,    11.5,-99.9,-99.9,     0.2,-99.9,-99.9,     4.2,-99.9,-99.9,
505,1999-11-14,,     1.1,-99.9,-99.9,    10.7,-99.9,-99.9,    -0.8,-99.9,-99.9,     3.3,-99.9,-99.9,
505,1999-11-15,,     2.2,-99.9,-99.9,    14.1,-99.9,-99.9,     0.8,-99.9,-99.9,     5.4,-99.9,-99.9,
505,1999-11-16,,     0.5,-99.9,-99.9,    12.1,-99.9,-99.9,     0.5,-99.9,-99.9,     4.2,-99.9,-99.9,
505,1999-11-17,,     1.2,-99.9,-99.9,    10.2,-99.9,-99.9,    -0.5,-99.9,-99.9,     3.5,-99.9,-99.9,
505,1999-11-18,,    -1.7,-99.9,-99.9,     8.9,-99.9,-99.9,    -1.7,-99.9,-99.9,     4.3,-99.9,-99.9,
505,1999-11-19,,   -11.2,-99.9,-99.9,    -2.0,-99.9,-99.9,   -11.2,-99.9,-99.9,    -6.9,-99.9,-99.9,
505,1999-11-20,,    -1.1,-99.9,-99.9,     2.9,-99.9,-99.9,   -11.3,-99.9,-99.9,    -3.8,-99.9,-99.9,
505,1999-11-21,,    -8.3,-99.9,-99.9,     4.7,-99.9,-99.9,    -8.3,-99.9,-99.9,    -1.6,-99.9,-99.9,
505,1999-11-22,,    -8.6,-99.9,-99.9,    -1.3,-99.9,-99.9,    -9.8,-99.9,-99.9,    -6.3,-99.9,-99.9,
505,1999-11-23,,   -13.0,-99.9,-99.9,    -5.5,-99.9,-99.9,   -13.0,-99.9,-99.9,    -9.6,-99.9,-99.9,
505,1999-11-24,,   -16.2,-99.9,-99.9,    -9.2,-99.9,-99.9,   -17.6,-99.9,-99.9,   -14.1,-99.9,-99.9,
505,1999-11-25,,   -15.5,-99.9,-99.9,    -8.4,-99.9,-99.9,   -18.3,-99.9,-99.9,   -14.0,-99.9,-99.9,
505,1999-11-26,,    -4.4,-99.9,-99.9,    -4.1,-99.9,-99.9,   -15.8,-99.9,-99.9,    -7.9,-99.9,-99.9,
505,1999-11-27,,    -2.2,-99.9,-99.9,     0.6,-99.9,-99.9,    -4.4,-99.9,-99.9,    -2.3,-99.9,-99.9,
505,1999-11-28,,    -4.4,-99.9,-99.9,     3.9,-99.9,-99.9,    -4.4,-99.9,-99.9,    -1.0,-99.9,-99.9,
505,1999-11-29,,    -3.0,-99.9,-99.9,     3.5,-99.9,-99.9,    -5.6,-99.9,-99.9,    -1.9,-99.9,-99.9,
505,1999-11-30,,    -1.1,-99.9,-99.9,     5.6,-99.9,-99.9,    -3.4,-99.9,-99.9,    -0.1,-99.9,-99.9,
505,1999-12-01,,    -2.6,-99.9,-99.9,     8.1,-99.9,-99.9,    -2.6,-99.9,-99.9,     1.3,-99.9,-99.9,
505,1999-12-02,,    -4.6,-99.9,-99.9,     5.3,-99.9,-99.9,    -4.9,-99.9,-99.9,    -1.0,-99.9,-99.9,
505,1999-12-03,,    -8.4,-99.9,-99.9,    -2.4,-99.9,-99.9,    -8.6,-99.9,-99.9,    -6.2,-99.9,-99.9,
505,1999-12-04,,   -12.2,-99.9,-99.9,    -7.2,-99.9,-99.9,   -12.2,-99.9,-99.9,    -9.0,-99.9,-99.9,
505,1999-12-05,,   -15.9,-99.9,-99.9,    -7.7,-99.9,-99.9,   -16.3,-99.9,-99.9,   -12.4,-99.9,-99.9,
505,1999-12-06,,    -6.9,-99.9,-99.9,    -1.7,-99.9,-99.9,   -16.0,-99.9,-99.9,    -7.9,-99.9,-99.9,
505,1999-12-07,,    -7.7,-99.9,-99.9,    -2.9,-99.9,-99.9,   -10.8,-99.9,-99.9,    -7.9,-99.9,-99.9,
505,1999-12-08,,    -8.8,-99.9,-99.9,    -4.2,-99.9,-99.9,   -11.3,-99.9,-99.9,    -7.7,-99.9,-99.9,
505,1999-12-09,,   -17.0,-99.9,-99.9,    -6.8,-99.9,-99.9,   -17.0,-99.9,-99.9,   -10.6,-99.9,-99.9,
505,1999-12-10,,    -7.2,-99.9,-99.9,    -1.6,-99.9,-99.9,   -17.7,-99.9,-99.9,    -9.4,-99.9,-99.9,
505,1999-12-11,,   -10.7,-99.9,-99.9,     0.9,-99.9,-99.9,   -10.7,-99.9,-99.9,    -6.4,-99.9,-99.9,
